id,path,predicted_sentence,error_message,error_type
13,00125.wav,"Tasvir sifati past bo'lsa, internetingizni tekshirib ko'rishingizni tavsiya qilgan bo'lardim. Okey, men unda, xo'p.",,
14,00139.wav,"kerak bo'ladi. Bu haqida aytib oldim. Endi tadqiqotni o'zi nima edi? Shuni aytib beradigan bo'lsam, chatdan xabar olaman.",,
15,00138.wav,"Ha, ha, ha bo'ldi tushundim. Demak ishlayotganlar kamroq komment qilar ekan. Endi ishga kirmoqchi bo'lganlarda bunaqa bo'lishi g'alati emasmi deb so'ralgan.",,
16,00149.wav,"ishlatadigan xatolarni nomlarini aytib chiqaman, screenshotlarini ko'rsataman va oxirida desertga o'tamiz, eng mazali joylariga.",,
17,00135.wav,"profil bitta profildan kelgan ishni ko'rdim, rezumega rasmda odam bundoq turibdi. U odam yo bu yoqda, yo bu yoqda bor, yo odam yurib o'tib ketyapti, yo qarab turibdi. Mayli endi ikki kishi bundoq yonma-yon turgan bo'lsa, tushunish mumkin edi.",,
18,00157.wav,"profil yaxshi emas, ism-familiyalari ko'rinib turgan bo'lsin.",,
19,00140.wav,"Keyin qanaqa qilib GitHubda e'tibor tortish mumkin, profilingizda deb aytiladigan bo'lsa, u narsani siri fatality. A, yo'q, fatality emas, stability. Ya'ni sizni",,
20,00187.wav,Shunaqa ko'rinishda tasavvur qilaman bu narsani. Ozgina mehr berish kerak. Mana bu narsa undan ham oshib tushgan. Qaranglar. Mana zoom in qilaman.,,
21,00189.wav,"Xo'p, yaxshi savollar kelibdi yana, ularni belgilab oldim. Demak, men so'radim, qiyinmi deb.",,
22,00167.wav,"o'chirishidan bilmadim. Ikkinchisida forward qilmasdan tashlagandim qarab ko'rasizmi deb. A profil nomini o'zgartirib boshqa odam deb o'ylaydi deb o'yladingizmi? Shunaqa maqsaddami desam, yo'q, portfolioni ko'rsatish edi maqsad deyaptilar.",,
23,00204.wav,"Bir fikr kelgan ekan, bolalar kibrlanib ketgan, ulardan boshqa dasturchilar yo'q deb. Shunaqalar ham bordir. Bugun bitta",,
24,00193.wav,"Boshqa odamdan furo qilingan xabarim bo'ldi. Bitta o'g'il bolani profilidan ish keldi, qiz bolani profilidan rejaga kelyaptida.",,
25,00273.wav,,,
26,00221.wav,"boshqacha o'ylasa-chi, yoki buni ham, ya'ni shuni ham bilmaydimi degan ustimdan kulishi mumkin degan bo'ladi odam ichida. Lekin o'sha paytda uyalish kerak emas.",,
27,00269.wav,Mana bu yerda bizda ko'rsatib o'tildi. Birinchi test keysimiz bloklangan user bloklanganlar ro'yxatida bo'lishligi kerak. Judayam past bo'lganligi uchun,,
28,00230.wav,"muammo deyiladi, ya'ni bug deyiladi. Issue yoki problema yoki shunga o'xshagan hamma ishlatadigan so'zlar bor. Endi bu yerda aytadigan bo'lsak, mana shu buglarni topishlik asosan testrovshikning ishi hisoblanadi. Bu buglarimiz bizda nima, ya'ni",,
29,00284.wav,"degan statusni olishiga sabab, chunki oxirgi, oxirgi har bitta stepni tekshirib kelganimizda, oxirgi stepi nima bo'ldi? Fail bo'ldi, ya'ni bizni to'g'ri kutilgan maqsadga yetkazib olib bora olmadi.",,
30,00310.wav,ajratilgan vaqtda qilgan testimizni xuddi biz hujjat tarzida hujjat tashlagan bo'lamiz.,,
31,00290.wav,"Bu yerda ko'rib turibmizki, bizda aynan qo'shgan planimizda yaratgan planimizda biz qo'shgan bittagina test keysimiz mavjud. Bloklangan user bloklanganlar ro'yxatida bo'lishligi kerak. Tasavvur qilaylik, bizda",,
32,00280.wav,"Ho'p, endi ish bo'yicha so'rabdilar. O'zbekistonda junior kvichilarga vakansiyalar bormi? Ha, albatta, kam emas, bor albatta, lekin birinchi o'rinda siz biror bir kompaniyaga borishingizdan oldin o'zingiz",,
33,00340.wav,"hech qanday bunday input data kerak emas. Agarda siz mana masalan loginni amalga oshirmoqchi bo'lsangiz, username degan poliga klik qiling deyiladi-da, keyin mana shu yerga mana masalan ixtiyoriy bir usernameni mana masalan",,
34,00325.wav,"har bitta test case oldin yaratib chiqadi va uni reviewga beradi, ya'ni team leadga beradi. U team lead nima qiladi? Har bitta ko'rgan test caselarni requirementlar bilan solishtirib chiqadi.",,
35,00291.wav,"o'zini keyingi bir avlod sifatida kompaniyalar oladi albatta juniorlarni. Chunki hech qachon mana masalan, juda ko'p kompaniyalarda proyekt darajasi yengilroq bo'lsa, juniorlarni ham bemalol oladi albatta. Chunki kerak albatta, juniorlar kerak albatta.",,
36,00315.wav,"mavjud emas. Nima bir attachmentlar bo'lishi mumkin. Attachmentni bosgan paytimizda bizga har xil rasmlar paydo bo'ladi. Ixtiyoriy rasmni olaman-da men u yerga nima qilishim mumkin? Attach qilishim mumkin, qo'shib qo'yishim mumkin. Ya'ni men mana shu mana shu yuzerni qo'shgan edim.",,
37,00343.wav,"Endi aynan ana shu joyda, ana shu joyda nima bo'ldi? Blok degan yozuvni tanladim. Tanlagan paytimda men o'zim bloklagan foydalanuvchi",,
38,00358.wav,sohasida o'qiyotganim va koreys tilida o'qiyotganim juda ham sabab bo'ldi. Koreys tilida speaker bo'lsamda baribir,,
39,00349.wav,"Aynan mana shu hammamiz bilganimiz bekin, che front end ichiga bo'linib ketsa, asosan dasturchilik. Lekin bu yerda asosan dastur biror bir proyekti",,
40,00370.wav,sok j s desak mana bu klient tarafda sok j s,,
41,00355.wav,"Ayni paytda universitet laboratoriyasida ishlayapman. Albatta, Mohirdevdan keyin hayotim ancha o'zgardi, chunki",,
42,00369.wav,"Demak, bu nima bo'lyapti? Siz klient tarafdan turib SMS yozib",,
43,00376.wav,"jarayonni amalga oshiramiz. Demak, bugungi veb soketga kirish darsimiz shundan iborat edi. E'tiboringlar uchun rahmat.",,
44,00377.wav,"Demak, ikki taraf bilan connection bo'lishdan oldin, albatta bir marta HTTP zapros kerak bo'ladi. Demak, u birinchi qanday bo'ladi? Demak, birinchi request klient request jo'natadi, ya'ni aloqa bormi-yo'q degan request jo'natadi va u ikkinchi handshake jarayoni sodir bo'ladi.",,
45,00418.wav,bugun Azimjon aka yozdilar o'qigan bo'lsangiz kerak,,
46,00411.wav,"Unaqada ishlab turganingizda deylik, siz o'zi ishga kirgansiz, ishga kirganingizda deylik, 200 dollar oylik olardingiz. Siz bir yil vaqt o'tdi, 500 dollar olyapsiz. Lekin siz bir yilda shunaqa ko'p narsa o'rgandingizki,",,
47,00417.wav,"Masalan, siz 100 000 pulingiz bor.",,
48,00403.wav,sizni bilimlaringizni bilimlaringizga ega bo'lgan odam 1000 dollar oylik olyapti. Shunaqa vaziyatda nima qilsangiz bo'ladi? Qanaqa qilib oylik oshirsangiz bo'ladi? Boshliqqa kirib aytadigan bo'lsangiz,,
49,00421.wav,"10 dollar pul topishni boshlaganimda menda 700 ketishni boshladim, 300 ni saqlab qolishni boshladim. Narsa tashqari katta bo'lganingiz sari harajatlar ko'payaveradi, masalan",,
50,00443.wav,Bu ayni shu narsani qiladi. To'g'ri shu freem bo'ladi. To'g'ri bu hozir Yevropaga kirib kelyapti. Yanvardan boshlab kirib keladi. Men hozirdan sizlarga tushuncha bermoqchi edimki,,
51,00433.wav,"keyingi database'da, database'da biz post-press ko'rsatib beramiz. Keyin SQL join, faction'lar shu database'da darslarimiz, view va database darslarimizni oz-ozdan tushuntirib o'taman.",,
52,00440.wav,"Hozir IT sohasidagilar nimaga kelishyapti endi? IT marketplecelarni shakllantirish, aniqrog'i shakllantirishda muammo yo'q, sizni ma'lumotlaringizni data marketplece",,
53,00453.wav,"3 kun oldin bitta voqea bo'ldi, prezentatsiya bo'lib o'tgan, chunki o'zi 3 kun oldin bo'lgan narsa, Telegramda premium tarqatishni boshlashdi va hammani Telegram akkauntlarini o'g'irlashni boshlashdi. Shu darajada sodda yo'l bilan buzishdi, men va umuman xafa bo'ldim-da, to'g'risi.",,
54,00513.wav,sababli bu narsaga ham odat tanishi o'rganishni tavsiya qilaman.,,
55,00449.wav,"CEO telefon qilyapti, deydi, mana qara deydi, mana bu bola deydi, bizga programma qilib bermoqchi, shunday gaplashgin deyaptida. Oldim telefon qilib, qayerdasan? Zo'r aqlli bola ekan, vodiylik bola. Mana shunaqa API kerak. Ha, aka, men qilib beraman, zo'r qilib beraman. Nimada qilib berasan?",,
56,00472.wav,Agar haqiqatda u sizdan foydalanmagan bo'lsa tiziminglarda uni tozalashga qiynalasizlar. Ana o'sha haqida yozdim bu yerda loglarda va mijozlarni ma'lumotlarini tozalash ham mana shu mavzu edi.,,
57,00474.wav,"Endi username'ni almashtirib ko'ryapman. Aytayaptiki, endi username xato deyapti. Demak, nimani bilib oldim? Username, shu email'li username bu tizimda ro'yxatdan o'tganligini bilib oldim. Tushunyapsizlarmi?",,
58,00502.wav,"Bugungi mavzuyimiz, ayniqsa mana bu bizlarni IT sistemalarimizda qanaqa qilib ma'lumotlarni qayta ishlashimiz haqidagi bo'ladi. Ya'ni biz ko'pincha e'tibor bermaydigan joylarimiz bor, o'shalar haqida tushunchalarni tushuntirib berishga harakat qilaman.",,
59,00527.wav,"Bizlarni tizimim kimdir kirib kelib ertaga bizlarni mijozlarimizni ma'lumotlarini osongina olib qo'yadigan va ularni manipulyatsiya qiladigan, ularni qanaqadir yomon yo'lda ishlatadigan narsa bo'lishi kerak emas. Hattoki yaxshi yo'lda ishlatishga ham ishlatish mumkin emas, chunki olishga haqqi yo'q.",,
60,00482.wav,"Qila oladi, qila olmaydi u, deydigan narsalar qilishimiz. Pul sarflash yo'q, ko'ryapsiz bu yoqda. Biz kam pul sarflamaymiz, lekin katta pulga tushib yuramiz keyin. Ya'ni hammamiz bunaqa keysda bo'lgan, ko'ryapsizlar. O'shanga bu og'riqlida, hammamiz bundan qiynalamiz bunaqa keyslardan.",,
61,00542.wav,Ular sizdan qayta-qayta so'ramaydi. Nega? Chunki cookieda sizni ma'lumotingizni saqlagan bo'ladi. Unaqa saytni bizlar hammamiz yasaymiz. Unaqa sistemani yasab o'rganganmiz. Lekin,,
62,00539.wav,"Ochuvda qiynalasiz qidirishga, yopiqda bittada aytsangiz hammasini yig'ib berishadi. Xo'p, hozircha shundayda, boshqalarni xotirdim.",,
63,00547.wav,"Bu nima uchun yaxshi? Buni yaxshi tarafi, masalan deylik siz email keldi, emailda bitta linkni bosganingizda sizni yasagan appingizda ochilishi kerak. Bilasizlar bu narsani? Androidchida, iOSchida zo'r bilishadi, nimadir deydi nomini. Xullas mana",,
64,00602.wav,Biz o'zimizni emailimizni tasdiqlab oldik. Bu narsa nimaga kerak edi? Tasdiqlamasdan turib ham ishlatishimiz mumkin edi.,,
65,00598.wav,"Qoidalar bo'limiga o'tganimizda, Mohirdev serverida mana bu joyda dastlabki qoidalarimiz kiritilgan, yozib chiqarilgan. Bu narsani vaqt o'tishi bilan biron bir zarurat tug'ilsa yana to'ldirib boramiz. Albatta qoidalarni o'qib boringlar. Bularni o'qib chiqqaninglardan keyin",,
66,00554.wav,"O'zbek u ham Amerikadagi firmasi bor bo'lgan bola kelyapti-da, u ham o'zbek. Biladi bizlar degani qanida, endi ko'tarib kelyapti. Qara, mana bu yerda. Yoki xuddi shunaqa kelsa, men 2012-yilda ko'rganimda, unda endi shartnoma tuzishga kirishib ketgan edim. Biz shartnoma tuzdik-da, Moskvaga bitta projekt qilib beramiz va o'sha yerda alohida yozib ketgan edim.",,
67,00600.wav,"serverni umumiy, ommaviy kanallarini ochmoqchi bo'lsanglar, mana bu joydagi qo'l tashlash, kelishish tugmasini bossanglar, sizlarga tasdiqlangan foydalanuvchi degan rol beriladi. Mana bosib ko'rsam, mana tasdiqlangan foydalanuvchi.",,
68,00616.wav,"Kompyuterda login qilib oldim. Xo'p, sizlarda mana shu narsa, shu sizlardagi server shu holatda turgan bo'ladi. Endi men buni yopaman-da, guruhlarda",,
69,00601.wav,"Umumiy bu serverimizni ham jamiyatimizni rivojlantirish bo'yicha yana boshqa takliflar, tavsiyalar bo'ladigan bo'lsa, albatta ularni feedbackda kutib boramiz, kutib qolamiz. Xudo xohlasa, serverimizda ko'rishguncha.",,
70,00624.wav,Rahmat.,,
71,00635.wav,Poyga boshlanib ketdi. Hozir kompaniyalar o'z sun'iy intellektini chiqarib tashlashni boshlayapti. Juda ham ko'payib ketdi sun'iy intellektlar hozirda.,,
72,00629.wav,"Ana masalan, qanaqadir bizneslar analitikasini to'g'irlaydigan programmalarni ishlatishadi-ku, bu ham AI, ha, bu ham AI, faqat juda ham sodda ko'rinishi, juda ham oddiysi. Mana shu birinchi avlod.",,
73,00660.wav,"masalan, tasavvur qiling, eski davrlarda telefon hali ixtiro qilinmagan paytda",,
74,00617.wav,"bemalol fikr almashishinglar, tajriba almashishinglar mumkin bo'ladi. Umumiy holat shu, aytganimdek, bu narsaga qo'shilganinglardan keyin qoidalarga rozi bo'lib, undan keyin qaysi kursga qo'shilgan bo'lsanglar, mana bu yerda yozib qo'yasizlar. 24 soat ichida sizlarni qo'shib qo'yamiz kanalga.",,
75,00664.wav,"Submitni bosasiz, to'g'rimi? Bilishimcha, mana shu hamma butun dunyo bo'yicha odamlar kapchani ishlatadi-ku.",,
76,00668.wav,Bitta narsa internetda mutlaqo o'zgarishi kerak.,,
77,00682.wav,Bizlarni yangi eraga olib kirib keladi.,,
78,00673.wav,"Amallab qandaydir qilib borish kerak, yo'l tuziladi unga qanaqadir. Keyin masalan, sizni ya'ni terroristni",,
79,00633.wav,"O'sha siz ishlatib ko'rgan servislar haqida gaplashaylik qisqacha. Bormi shunaqa servislar siz ishlatib ko'rdingiz, lekin hali bizda u darajada ko'p qo'llanilmayapti, ommalashmadi, misol uchun ChatGPT ga o'xshab, lekin foydalansangiz juda ham bir hayotingizda nima desa bo'ladi, foydasi tegadigan sun'iy intellekt servislari.",,
80,00684.wav,oladi.,,
81,00667.wav,"Masalan, keyingi videomiz raketa qanday uchish haqida bo'ladi. Raketani ichlari qanaqa ishlashini animatsiya yordamida tushuntirib berishimiz kerak. Qo'lda tushuntirib o'tira olmaymiz-ku. Shu narsani montajyor bilan",,
82,00675.wav,"ko'rmagan bo'lsanglar kerak, nomini eslay olmayman lekin. Nima bo'ladi? Bu action action, jang qilasiz, otishma bo'ladi adashmasam. Juda ham",,
83,00670.wav,"mana o'zinglar ishlatib ko'rdinglar shunchasini kontent uchun, testlab ko'rdinglar. Qanchalik bir haqiqatga yaqin sun'iy intellektga, demak, berayotgan tariflar hozirda?",,
84,00687.wav,"ko'zini qarab ketyapti o'zi aslida o'qiyapti tekstni. AI bo'lsa ko'zini videoga bundo' to'g'irlab qo'ygan, xuddi videoga qarab gapirayotgandek. Bu aytmoqchimanki, mana mana shunaqa narsalarni paydo bo'layotgani",,
85,00693.wav,"Yemirilib qoladi og'zingiz oxiri. Tushunarli, demak o'sha iloji boricha nutqni ham o'zi boshidan yaxshi. Yana bir xil AI bor.",,
86,00698.wav,"Boshda hamma shu norozi edi, ishlarimizni yo'qotyapmiz deb, lekin vaqt o'tib yangi kasblar paydo bo'ldi shu deb. Masalan, mashina",,
87,00690.wav,"Eng katta muammo vazifa berishni o'rganish, savolni to'g'ri qo'yishni o'rganish. Agar bu narsa o'rganilsa, men shunaqa bolalarni bilaman, Vestda o'qiydigan bolalarni diplom ishini ham ChatGPT yozib bergan.",,
88,00694.wav,"Keyin mana shu yangilikni ko'rib qolganimdan keyin darrov o'sha videoni yasadim, lekin yasashdan oldin yaqin o'rtog'im Microsoftda ishlaydi-da. So'radim Telegramdan, shunaqa-shunaqami, rostan bo'lgan narsami, Bing shunaqa qilyaptimi desam",,
89,00709.wav,Hozirgi sun'iy intellektlar ular faqatgina siz ularga savol berganingizda sizga javob beradi. Bo'ldi. U o'zidan-o'zi nimadirlar qilishni boshlamaydi.,,
90,00704.wav,,,
91,00726.wav,"to'g'ri rasmiylashtirib berishingiz kerak, ya'ni masalan",,
92,00720.wav,"vazifa bergiz kelyapti, shu vazifa bajarilishini xohlayapsiz, lekin sun'iy intellekt bilan kelishib o'tirgani vaqtingiz yo'q.",,
93,00710.wav,"ko'ryapman, nimalar haqida yozayotganinglarni ko'ryapman deb qo'rqitishni boshladi. Shunaqa yozdi. Bing Microsoft ishchilariga. Shundan keyin AI mana shunaqa to'polon qilmasin deb Bingni cheklatib qo'ydi.",,
94,00714.wav,"Bu hayotimizga hozirdan kirib borishimiz kerak o'zi bu narsaga, lekin bizda ba'zi kech qolamiz ko'p narsalarga. Qabul qilish, qabul qilmaslik degan narsa bor-ku bizda ko'pincha. O'shalar haqida gaplashaylik, keyin kelajakda demak",,
95,00711.wav,"o'zimni hisoblashimiz kerak degan. Yaqinda shunaqa memlar chiqib ketdi, dasturchilar ham qarshi yuborishga degan. Umuman olganda kelajakda odamlarga bu ta'siri haqida gaplashaylik, qanchalik hayotimizni yengillashtiradi.",,
96,00728.wav,"Reklama bo'lib ketib qoldim hozir. Ha u, podderjkasiga telefon qilib so'radim, haqiqatdan mumkin emasmi? Ha, haqiqatdan mumkin emas ekan. Demak, qanaqadir qilib tekshirib oldi. Demak, ular",,
97,00729.wav,"Undan tashqari yana bitta, endi masalan bloggerlarga qanaqa foydasi tegadiganidan boshlasak, yana bitta AI bor. Masalan, mana hozir biz mikrofonlarga gapiryapmiz. Shuning uchun bizda ovozimiz tiniq chiqyapti.",,
98,00717.wav,"umuman axloqiy masalalar savollar bo'lishi mumkin, ya'ni men istalgan javobimni ololmasligim mumkin chat GPT dan. Bo'lishi mumkin-a bu narsa? Bu narsani sinab ko'rdinglarmi o'zinglar? Bu mana masalan anavi voqeani aytib berdim-ku, Binglik voqeani. O'zi uni cheklatib qo'yishdi.",,
99,00739.wav,"85 million ta kasb, ha ha ha, Guardian shekilli, 85 million ta kasb yo'qoladi, lekin o'rniga 85 million ta, qancha vaqt dedingiz?",,
100,00733.wav,"U ana shu eski ma'lumotlarga asoslanib, keyin yangi yechimlarni chiqarishni boshlaydi va xatosiz yechimlarni chiqarib berishga harakat qiladi. Masalan, biznes egasiz, biznesingizni hisobotini, eski hisobotlarini",,
101,00772.wav,"O'zi unga xolati nimaga man bunaqa ishga kirishga yoki mana shu amaliyot qilishga harakat qilganman, faqatgina kursni o'zini o'rganish maqsadida emas, ya'ni",,
102,00787.wav,"qo'shimcha onlayn kurslar juda ham ko'p, Udemyda, boshqa yoqda juda ham ko'p va ularni ko'rasiz. Menda har doim bo'ladigan muammo, siz kursni ko'rasiz, lekin kursda to'g'ri holatda nima o'tish",,
103,00779.wav,"Sarvar aka. Aha. Masalan, nima desa bo'ladi? Endi boshida hammada masalan, anaqa, nima deydi, taassurotlar sal boshqacharoq, mana bunaqa bo'ladi.",,
104,00747.wav,"Tug'ilgan bolaga mana bu nima desangiz, telefon deya olmaydi. Faqatgina mana sal vaqt o'tib, dunyoni ko'rgandan keyin va kattalongan mana bu telefon deb o'rgatishgandan keyin va masalan telefonlarni har xil versiyalari, har xil modellarini ko'rgandan keyin bolani miyasida",,
105,00825.wav,Manga misol uchun bitta zo'r yoqqan tarafi Anvar aka o'zi umumiy boshlashdan oldin adashmasam birinchi chapterni birinchi bo'limni to'liq holatda umumiy anaqani,,
106,00823.wav,Aynan Yevropada yoki balkim boshqa davlatda ham bo'lishi mumkin. O'zbekistondan tashqarida ko'proq bo'lishi mumkin. Kompaniya sal kattaroq bo'ladi-da va ular ishchi qidirayotganda ko'proq qaysidir yo'nalishni chuqurroq biladigan odam kerak. Misol uchun,,
107,00855.wav,"Manda, masalan, nima desa bo'ladi endi, qanaqa savol?",,
108,00828.wav,"Shu menda ikkita bo'lgan, endi birinchisi oddiy haligi, ikkinchisi shu bo'lgan, endi podrobnostlarni aniq qila olmayman, chunki endi o'zinglar tushunasizlar, endi yo'g'ini shu.",,
109,00863.wav,hozirgi holatda o'sha tashqaridan kaska qilishga majbur bo'ladi. shu keyin yana bitta tarafga yana bitta fikr beraman bo'ldi. yana bitta tarafga,,
110,00873.wav,"Aynan mana shu problemaga qanaqa qilib yondashish kerakligi bo'yicha ham, misol uchun, videolar bor. Ayniqsa",,
111,00879.wav,"Qay darajada farqli bo'lgan kutganingizdan? O'zi mana bu anaqa kurs xaritasini dedim-ku, general kechaga bekorga urg'u bermadim, chunki haqiqatdan",,
112,00829.wav,"kursni olayotgan vaqtda kursga qo'shimcha holatda agar ingliz tilini biladigan bo'lsa yoki rus tilini biladigan bo'lsa ham, o'sha tashqaridan o'sha yo'nalish bo'yicha kurslarni ko'p qilish kerak. Anaqasi hozir veb-sayt ham maslahat berishgan.",,
113,00889.wav,"maslahat berganlar, men ham o'qishni boshlaganman Pythonni va orad shunaqa vaziyat bo'lib qoldiki, to yozib nima desa bo'ladi endi?",,
114,00882.wav,"masalan, hozir masalan, yosh bo'lsanglar yo boshqa qilsanglar, masalan, hozirgi vaqtinglarni unumli tarzda mana shu bilim olishga sarflanglar vaqtinglarni. Eng asosiysi shu bilim olishga, ilm olishga sarflanglar, chunki masalan",,
115,00928.wav,"version control, demak, bu endi o'sha versiya nazorati deymiz.",,
116,00901.wav,"Odatda so'rar edik. Masalan, to'laqonli biror kim dasturlashga, uning atrofidagi sohalarga yangi bo'lsa, men taxminan mana veb dasturlash deganda, faqatgina mana HTML CSS yozish uchun deb kimdir kirib, yana ham ko'proq texnologiyalarni bilishi mumkin.",,
117,00893.wav,"Shundoq bitta kursni olib bo'ldi, o'shani oxirigacha tugatish kerak. Ya'ni, ularni ham tugatganman, lekin shunchaki bitta ustoz bo'lishi kerak. Ustoz sizni qaysidir ma'noda orient qilib turishi kerak, ya'ni bitta yo'lga yo'naltirib turishi kerak. Bo'ldi, o'sha vaqtda",,
118,00903.wav,"praktika menga kerak bo'ladi, ya'ni magistratura kirishga yordam beradi degan maqsadda, ya'ni ozgina bo'lsa yordam beradi degan maqsadda topshirganman. To'g'rirog'i anaqa qilganman, o'qib chiqqanman, keyin o'sha ishga topshirganman. Ishga topshirish qanaqa bo'lgan?",,
119,00932.wav,"Bu odatiy tabiiy hol bu. Misol uchun, chet elda ham dars berganimda shunaqa bo'lardi. Bir yilni o'zida birinchi semestr asoslarida C o'tilardi.",,
120,00935.wav,"qildirgandan ko'ra, agar bizda ovoz yetarlicha bo'ladigan bo'lsa, o'zimiz qurganimiz juda zo'r natija beradi.",,
121,00939.wav,"left to right. Ya'ni biz boshidan boshlashimiz kerakmi yoki ustiga qo'ysak bo'ladi? Ustiga qo'ysak bo'ladi. Misol uchun, agar speech to text modeliga",,
122,00924.wav,"Internetdagi tayyor masalalarini qidiring. Mana shu joyda ham, masalan, ko'pchilik so'raydi, menga yozishadi, sizning kitobingizdagi masalalar kamlik qilyapti deydi. Albattta kamlik qiladi, chunki bu kitob bu, uning ichiga masalan, minglab masalalar tiqa olmaysiz. Internetga kirsangiz, hozir millionlab masalalar bor.",,
123,00922.wav,"hozir aralashdim. Bular hammasi barcha dasturlash tillari uchun universal bu tushunchalarni bilishingiz kerak. Shuning uchun ba'zida ko'pchilik hayron bo'ladi, bizga deydi Tatuda C dasturlash tilini o'rgatyapti deydi. Bu kerak emas-ku deydi. Unaqa emas. C dasturlash tili yordamida sizlarga dasturlash asoslarini o'rgatishyapti.",,
124,00964.wav,Hammanglar rahmat. Assalomu alaykum va rahmatullohi va barakatuh.,,
125,00931.wav,"ikkinchisi, demak, ingliz tili. Bu siz hech ham iloji yo'q bugungi kunda. Yaxshi dasturchi bo'laman, kuchli dasturchi bo'laman desangiz, ingliz tili bilmasangiz, juda ham qiynalasiz. Yangi narsalar, ayniqsa, misol uchun, dokumentatsiyalar, yangi freymvorklar chiqqanda, albatta, ingliz tilida chiqadi.",,
126,00947.wav,"tushunishib, mana qo'llab-quvvatlashgan, mana ma shaa Alloh anaqa muvaffaqiyatga erishgansiz, erishmoqdasiz.",,
127,00957.wav,"Biz qancha kuchli bo'lsa, biz sobit turib bera olamiz-da va juda qattiq e'tibor berishimiz kerak. Hayollarimiz hayollarimizda doim nima deydi?",,
128,00996.wav,"ya'ni xudo xohlasa mana shu type script darslarimiz yangilanadi. Hozircha ham bu yaxshi ko'nikma bo'ladi, ya'ni type script haqida",,
129,00962.wav,"Yopiq guruhga bemalol a'zo bo'lishingiz kerak bo'ladi. Ya'ni mana bu yerda yopiq guruh bor, ya'ni siz olganingizdan keyin srazu yopiq guruhga o'tasizlar. Yopiq guruhda hamma aktiv, ya'ni men o'zim ham o'sha yerda borman.",,
130,01068.wav,Ko'pchilik sun'iy intellekt sababli ishsizlik darajasi juda oshib ketadi deyishadi. Bu bo'yicha Anvar akaning fikri.,,
131,01066.wav,"robotlarga topshirsa bo'ladi hurmatli muxlislar. Endi bu kursdan keyin tushkunlikka tushib qolmaslik kerak. Yo'q bu yerda ham bitta qiziq narsa bor-da. Boya aytganimdek sun'iy intellekt hozircha yordamchi faqat va kelajakda ham shunday bo'ladi, chunki bu yerda bitta katta to'siq bor, bu qonunchilik. Chunki masalan siz o'zi yurar avtobus yoki o'zi yurar avtomobil yaratdingiz.",,
132,01070.wav,"ya'ni sohalar bor. Ajoyib, ajoyib. Lekin o'ylayman hozir ancha insonlar hozir bir chuqur nafas olib yuborishdi. Xo'p.",,
133,01083.wav,"Asosiy anaqamiz, maqsadimiz demak ishga tayyorlash. Bolalarni ishga tayyorlash. Qanaqa jarayonlardan o'tishadi? Muhammad Xolis aytib bering. Jarayonlar haqida o'zingiz gapirib bering. Demak, ""Mohir Kullab"" ro'yxatdan o'tishsa",,
134,01080.wav,"masalan bir marta yaxshilab chiroyli javob yozib qo'yilsa, shu bilan ketdi operatorlar ishdan ketadi. Yoki bo'lmasam oddiy masalan ma'lumotlarni kiritish bilan bog'liq ishlar. Masalan kuni bilan narsa kiritib o'tiradigan odamlar bor. Ketadi ular ketadi.",,
