id,path,text_spt,text_original,ref_normalized,hyp_normalized,wer,sequence_similarity,duration,sentence_checked
661,00602.wav,Biz o'zimizni emailimizni tasdiqlab oldik. Bu narsa nimaga kerak edi? Tasdiqlamasdan turib ham ishlatishimiz mumkin edi.,bizlar oʻzimizni emailimizni tasdiqlab oldik. Bu narsa nega kerak edi? Tasdiqlamasdan turib ham ishlatishimiz mumkin edi. Moxirdev,biz o'zimizni emailimizni tasdiqlab oldik bu narsa nimaga kerak edi tasdiqlamasdan turib ham ishlatishimiz mumkin edi,bizlar o'zimizni emailimizni tasdiqlab oldik bu narsa nega kerak edi tasdiqlamasdan turib ham ishlatishimiz mumkin edi moxirdev,0.1875,0.9344,13.296,Biz o'zimizni emailimizni tasdiqlab oldik. Bu narsa nega kerak edi? Tasdiqlamasdan turib ham ishlatishimiz mumkin edi. Moxirdevni
657,10170.wav,"Assalomu alaykum, meni ismim Ismoil, yoshim 25 da, hozirda International o'quv markazida QA tester bo'lib ishlayman.","Assalomu alaykum, meni ismim Ismoil, yoshim yigirma beshta. Hozirda International o'quv markazida QA testerovshik bo'lib ishlayman.",assalomu alaykum meni ismim ismoil yoshim yigirma beshda hozirda international o'quv markazida qa tester bo'lib ishlayman,assalomu alaykum meni ismim ismoil yoshim yigirma beshta hozirda international o'quv markazida qa testerovshik bo'lib ishlayman,0.125,0.9677,10.0746875,"Assalomu alaykum, meni ismim Ismoil, yoshim 25 da, hozirda International o'quv markazida QA testerovshik bo'lib ishlayman."
432,09424.wav,"Keyin CV nima deb o'ylaysizlar? CV qanchalik sizlar haqqinglarda gapirib berishi kerak? Agar men masalan, men ishga oladigan bo'lsam.","Keyin, CV, nima deb o'ylaysizlar? CV qanchalik sizlar haqinglarda gapirib berish kerak? Agar men, masalan, men ishga oladigan bo'lsam.",keyin cv nima deb o'ylaysizlar cv qanchalik sizlar haqqinglarda gapirib berishi kerak agar men masalan men ishga oladigan bo'lsam,keyin cv nima deb o'ylaysizlar cv qanchalik sizlar haqinglarda gapirib berish kerak agar men masalan men ishga oladigan bo'lsam,0.1053,0.9922,11.9626875,"Keyin CV nima deb o'ylaysizlar? CV qanchalik sizlar haqingizda gapirib berishi kerak? Agar men masalan, men ishga oladigan bo'lsam."
1187,18394.wav,"Endi bu yerda savolda, biladiganlar bor ekan. Bu yerda shunaqa muammo bor. Bu yerda asosiy hozir muammoni ishlab o'tirmaymiz. Aytmoqchi bo'lganim shu muammoni men yechishga muvaffaq bo'lmaganman. Hech qachon men bilmayman buni, yecholmayman ham, chunki menga javobini aytib qo'ygan bosh-boshidan.","Ha, endi bu yerda savol-da.
Biladiganlar bor ekan.
Bu yerda shunaqa muammo bor.
Bu yerda asosiy hozir muammoni ishlab o'tirmaymiz.
Aytmoqchi bo'lganim, shu muammoni men yechishga muvaffaq bo'lmaganman.
Hech qachon men bilmayman buni.
Yecha olaymanmi, yo'qmi.
Chunki menga javobini aytib qo'ygan-da boshidan.",endi bu yerda savolda biladiganlar bor ekan bu yerda shunaqa muammo bor bu yerda asosiy hozir muammoni ishlab o'tirmaymiz aytmoqchi bo'lganim shu muammoni men yechishga muvaffaq bo'lmaganman hech qachon men bilmayman buni yecholmayman ham chunki menga javobini aytib qo'ygan bosh-boshidan,ha endi bu yerda savol-da biladiganlar bor ekan bu yerda shunaqa muammo bor bu yerda asosiy hozir muammoni ishlab o'tirmaymiz aytmoqchi bo'lganim shu muammoni men yechishga muvaffaq bo'lmaganman hech qachon men bilmayman buni yecha olaymanmi yo'qmi chunki menga javobini aytib qo'ygan-da boshidan,0.175,0.9007,17.829375,"Ha, endi bu yerda savol-da, biladiganlar bor ekan. Bu yerda shunaqa muammo bor. Bu yerda asosiy hozir muammoni ishlab o'tirmaymiz. Aytmoqchi bo'lganim shu muammoni men yechishga muvaffaq bo'lmaganman. Hech qachon men bilmayman buni, yecha olamanmi, yo'qmi, chunki menga javobini aytib qo'ygan-da bosh-boshidan."
487,15917.wav,"borasiz, sizni yuzingizdan taniydi, eshik ochiladi, o'tib ketasiz. Sizligingiz biladi. Bu narsalar mana shu texnologiyalar yordamida qilinyapti. Jarayon, demak, odatda ma'lumotlarni jamlashingiz kerak bo'ladi.","shart emas. Borasiz, sizni yuzingizdan taniydi, eshik ochiladi, oʻtib ketasiz. Sizligingizni biladi. Bu narsalar mana shu texnologiyalar yordamida qilinyapti. Jarayon, demak, odatda maʼlumotlarni jamlashingiz kerak boʻladi.",borasiz sizni yuzingizdan taniydi eshik ochiladi o'tib ketasiz sizligingiz biladi bu narsalar mana shu texnologiyalar yordamida qilinyapti jarayon demak odatda ma'lumotlarni jamlashingiz kerak bo'ladi,shart emas borasiz sizni yuzingizdan taniydi eshik ochiladi o'tib ketasiz sizligingizni biladi bu narsalar mana shu texnologiyalar yordamida qilinyapti jarayon demak odatda ma'lumotlarni jamlashingiz kerak bo'ladi,0.125,0.9685,13.9146875,"Shart emas. Borasiz, sizni yuzingizdan taniydi, eshik ochiladi, o'tib ketasiz. Sizligingizni biladi. Bu narsalar mana shu texnologiyalar yordamida qilinyapti. Jarayon, demak, odatda ma'lumotlarni jamlashingiz kerak bo'ladi."
967,04715.wav,"Keyin Munira opalarga yozganman. Munira opa aytganlar, ""I told you so"" deganlar. Men aytganman senga Google'da seni o'rning boshqa deb. Keyin project'lar tanlashni boshlaganmiz, lekin kovid bo'lgan fevralda.","Keyin Munira opalarga yozganman. Munira opa aytganlar, I told you so deganlar, men aytganman senga Googleda seni o'rning boshqa deb. Keyin projectlar tanlash boshlaganmiz, lekin Covid bo'lgan fevralda.",keyin munira opalarga yozganman munira opa aytganlar i told you so deganlar men aytganman senga google'da seni o'rning boshqa deb keyin project'lar tanlashni boshlaganmiz lekin kovid bo'lgan fevralda,keyin munira opalarga yozganman munira opa aytganlar i told you so deganlar men aytganman senga googleda seni o'rning boshqa deb keyin projectlar tanlash boshlaganmiz lekin covid bo'lgan fevralda,0.1429,0.9848,15.557375,"Keyin Munira opalarga yozganman. Munira opa aytganlar, ""I told you so"" deganlar. Men aytganman senga Googleda seni o'rning boshqa deb. Keyin projectlar tanlashni boshlaganmiz, lekin kovid bo'lgan fevralda."
1290,17483.wav,"Hamma faqat korporat o'sha joyda ishlashi mumkin. O'sha joyga kirish uchun ekzamenlardan baland olgan, ya'ni o'shaning uchun 14 soat o'qiydi. U bizga to'g'ri kelmaydi. Bizda tadbirkorlik ko'proq rivojlangan, bizda savdo ko'proq rivojlangan. Yoki finans ta'lim tizimi, sinfda oltita bola","hamma faqat corporate o'sha joyda ishlashi mumkin. O'sha joyga kirish uchun examenlardan baland olgan, ya'ni o'shaning uchun 14 soat o'qiydi. U bizga to'g'ri kelmaydi. Bizda tadbirkorlik ko'proq rivojlangan, bizda savdo ko'proq rivojlangan. Yoki Finlandiyani ta'limini olaylik, sinfda oltita bola ili tam...",hamma faqat korporat o'sha joyda ishlashi mumkin o'sha joyga kirish uchun ekzamenlardan baland olgan ya'ni o'shaning uchun o'n to'rt soat o'qiydi u bizga to'g'ri kelmaydi bizda tadbirkorlik ko'proq rivojlangan bizda savdo ko'proq rivojlangan yoki finans ta'lim tizimi sinfda oltita bola,hamma faqat corporate o'sha joyda ishlashi mumkin o'sha joyga kirish uchun examenlardan baland olgan ya'ni o'shaning uchun o'n to'rt soat o'qiydi u bizga to'g'ri kelmaydi bizda tadbirkorlik ko'proq rivojlangan bizda savdo ko'proq rivojlangan yoki finlandiyani ta'limini olaylik sinfda oltita bola ili tam,0.175,0.4373,19.408,"Hamma faqat corporate o'sha joyda ishlashi mumkin. O'sha joyga kirish uchun ekzamenlardan baland olgan, ya'ni o'shaning uchun 14 soat o'qiydi. U bizga to'g'ri kelmaydi. Bizda tadbirkorlik ko'proq rivojlangan, bizda savdo ko'proq rivojlangan. Yoki Finlandiyani ta'lim tizimini olaylik, sinfda oltita bola yoki"
863,03563.wav,"e'tibordan oq versiyada bot oq versiyada yaxshi turadi. Keyingisi, bizda why choose us, ya'ni nima uchun bizni tanlashingiz kerak? O'rtada fokusni","shu eʼtibordan, oq versiyada, oq versiyada yaxshi turadi. Keyingisi. Xoʻp, bizda why choose us, yaʼni nima uchun bizni tanlashingiz kerak. Oʻrtada fokusni",e'tibordan oq versiyada bot oq versiyada yaxshi turadi keyingisi bizda why choose us ya'ni nima uchun bizni tanlashingiz kerak o'rtada fokusni,shu e'tibordan oq versiyada oq versiyada yaxshi turadi keyingisi xo'p bizda why choose us ya'ni nima uchun bizni tanlashingiz kerak o'rtada fokusni,0.1429,0.955,15.7706875,"shu e'tibordan oq versiyada bot oq versiyada yaxshi turadi. Keyingisi, xo'p, bizda ""why choose us"", ya'ni nima uchun bizni tanlashingiz kerak? O'rtada fokusni"
426,09379.wav,"After experience after getting some experience you can you can just leave the job. I mean, don't be scared, right? Living is okay. You should just start the job, get the experience you want and then find another job maybe and just live. Should be fine.","Yeah, after exp- after getting some experience you can yeah, you can you can just leave the job. I mean, don't be scared, right? Leaving it's okay. You should just start the job, get the experience you want, and then find another job maybe and just leave. Should be fine.",after experience after getting some experience you can you can just leave the job i mean don't be scared right living is okay you should just start the job get the experience you want and then find another job maybe and just live should be fine,yeah after exp- after getting some experience you can yeah you can you can just leave the job i mean don't be scared right leaving it's okay you should just start the job get the experience you want and then find another job maybe and just leave should be fine,0.1739,0.9325,19.152,
513,16115.wav,"Demak, dasturchi ega bo'lishi kerak bo'lgan uch jihat. Birinchisi intizom, ya'ni disiplin deyiladi. Ikkinchisi sabr, patient. Uchinchisi qattiq mehnat, hard work. Hozir biz buni birma-bir ko'rib chiqamiz. Birinchisi intizom. O'zi intizom nima?","Demak, dasturchi ega bo'lishi kerak bo'lgan bu jihat. Birinchisi intizom. Ya'ni discipline deyiladi. Ikkinchisi sabr, patience. Uchinchisi, qattiq mehnat, hard work. Hozir bizlar buni birma-bir ko'rib chiqamiz. Birinchisi intizom. O'zi intizom nima?",demak dasturchi ega bo'lishi kerak bo'lgan uch jihat birinchisi intizom ya'ni disiplin deyiladi ikkinchisi sabr patient uchinchisi qattiq mehnat hard work hozir biz buni birma-bir ko'rib chiqamiz birinchisi intizom o'zi intizom nima,demak dasturchi ega bo'lishi kerak bo'lgan bu jihat birinchisi intizom ya'ni discipline deyiladi ikkinchisi sabr patience uchinchisi qattiq mehnat hard work hozir bizlar buni birma-bir ko'rib chiqamiz birinchisi intizom o'zi intizom nima,0.125,0.9723,19.973375,"Demak, dasturchi ega bo'lishi kerak bo'lgan uch jihat. Birinchisi intizom, ya'ni ""discipline"" deyiladi. Ikkinchisi sabr, ""patience"". Uchinchisi qattiq mehnat, ""hard work"". Hozir biz buni birma-bir ko'rib chiqamiz. Birinchisi intizom. O'zi intizom nima?"
1580,02805.wav,"O'zbekistonda o'sha nima deydi, internshiplar yoki interlevel ishlarga qiziqish biroz kamroq bo'lgani uchun, qaysiki buni tushunsa bo'ladi, chunki hamma ham","bu O'zbekistonda o'sha nima deydi internship'lar yoki intern level ishlarga qiziqish biroz kamroq bo'lgani uchun, qaysiki buni tushunsa bo'ladi, chunki hamma ham",o'zbekistonda o'sha nima deydi internshiplar yoki interlevel ishlarga qiziqish biroz kamroq bo'lgani uchun qaysiki buni tushunsa bo'ladi chunki hamma ham,bu o'zbekistonda o'sha nima deydi internship'lar yoki intern level ishlarga qiziqish biroz kamroq bo'lgani uchun qaysiki buni tushunsa bo'ladi chunki hamma ham,0.2,0.9808,13.7546875,"bu O'zbekistonda o'sha nima deydi, internshiplar yoki intern level ishlarga qiziqish biroz kamroq bo'lgani uchun, qaysiki buni tushunsa bo'ladi, chunki hamma ham"
549,05663.wav,"Uzoq yozib, demak bu yerga ""results"" deb yozib, pastga tushib, bu klassimiz uchun ""width"" 80 piksel ko'rsatib o'tishimiz talab qilinar ekan. Endi esa bu ko'rsatilgan ""style"" larni bemalol o'chirib tashlasak","izo yozib, demak bu yerga results deb yozib, pastga tushib, bu klassimiz uchun width 80 piksel ko'rsatib o'tishimiz talab qilinarkan. Endi esa bu ko'rsatilgan stylelarni bemalol o'chirib tashlasak,",uzoq yozib demak bu yerga results deb yozib pastga tushib bu klassimiz uchun width sakson piksel ko'rsatib o'tishimiz talab qilinar ekan endi esa bu ko'rsatilgan style larni bemalol o'chirib tashlasak,izo yozib demak bu yerga results deb yozib pastga tushib bu klassimiz uchun width sakson piksel ko'rsatib o'tishimiz talab qilinarkan endi esa bu ko'rsatilgan stylelarni bemalol o'chirib tashlasak,0.1667,0.9848,16.208,"Izoh yozib, demak bu yerga ""results"" deb yozib, pastga tushib, bu klassimiz uchun ""width"" 80 piksel ko'rsatib o'tishimiz talab qilinar ekan. Endi esa bu ko'rsatilgan ""style"" larni bemalol o'chirib tashlasak"
395,17408.wav,"Kim uni qadriyatlari qanaqa? Musulmonmi u? Nimani to'g'ri deb biladi? Kiyinishi, o'zini tutishi qanaqa? Nachitilniymi, kitob o'qiydimi? Qanaqa, misol uchun, qiyin vaziyatlarda jahli chiqqanda o'zini qanaqa tutadi? Bolani yaxshi ko'radimi, o'zini farzandi bormi?","Kim, uni qadriyatlari qanaqa? Musulmonmi u? Nimani to'g'ri deb biladi? Keyin o'zini tutishi qanaqa? Nachitanniyimi, kitob o'qiydimi? Qanaqa misol uchun, qiyin vaziyatlarda, jahl chiqqanda o'zini qanaqa tutadi? Bolani yaxshi ko'radimi, o'zini farzandi bormi? Aaa",kim uni qadriyatlari qanaqa musulmonmi u nimani to'g'ri deb biladi kiyinishi o'zini tutishi qanaqa nachitilniymi kitob o'qiydimi qanaqa misol uchun qiyin vaziyatlarda jahli chiqqanda o'zini qanaqa tutadi bolani yaxshi ko'radimi o'zini farzandi bormi,kim uni qadriyatlari qanaqa musulmonmi u nimani to'g'ri deb biladi keyin o'zini tutishi qanaqa nachitanniyimi kitob o'qiydimi qanaqa misol uchun qiyin vaziyatlarda jahl chiqqanda o'zini qanaqa tutadi bolani yaxshi ko'radimi o'zini farzandi bormi aaa,0.1212,0.9438,19.781375,"Kim uni qadriyatlari qanaqa? Musulmonmi u? Nimani to'g'ri deb biladi? Kiyinishi, o'zini tutishi qanaqa? Nachitanniyimi, kitob o'qiydimi? Qanaqa, misol uchun, qiyin vaziyatlarda jahli chiqqanda o'zini qanaqa tutadi? Bolani yaxshi ko'radimi, o'zini farzandi bormi?"
1088,18672.wav,"mana bu levelga sal chiqib, undan keyingi etapda Flutter bo'yicha, chunki Flutter bo'yicha hali zo'r mutaxassisman deya olmayman. Shuning uchun u bo'yicha jicha vaqt bor edi, ya'ni patternlarni o'rganishim kerak ancha Flutter bo'yicha. U misol uchun birorta texnologiyaning asosini o'rganib olish hech narsa emasda.","ma'lum bir levelga chiqarib chiqib, undan keyingi etapda Flutter bo'yicha. Chunki Flutter bo'yicha hali zo'r mutaxassisman deya olmayman. Shuning uchun u bo'yicha vaqt bor, ya'ni patternlarni o'rganishim kerak ancha Flutter bo'yicha. Bu misol uchun birorta texnologiyani asosini o'rganib olish hech narsa emas-da.",mana bu levelga sal chiqib undan keyingi etapda flutter bo'yicha chunki flutter bo'yicha hali zo'r mutaxassisman deya olmayman shuning uchun u bo'yicha jicha vaqt bor edi ya'ni patternlarni o'rganishim kerak ancha flutter bo'yicha u misol uchun birorta texnologiyaning asosini o'rganib olish hech narsa emasda,ma'lum bir levelga chiqarib chiqib undan keyingi etapda flutter bo'yicha chunki flutter bo'yicha hali zo'r mutaxassisman deya olmayman shuning uchun u bo'yicha vaqt bor ya'ni patternlarni o'rganishim kerak ancha flutter bo'yicha bu misol uchun birorta texnologiyani asosini o'rganib olish hech narsa emas-da,0.1818,0.5,18.6506875,"Meni bir levelga chaqirishdi, undan keyingi etapda Flutter bo'yicha, chunki Flutter bo'yicha hali zo'r mutaxassisman deya olmayman. Shuning uchun u bo'yicha jicha vaqt bor edi, ya'ni patternlarni o'rganishim kerak ancha Flutter bo'yicha. Bu misol uchun birorta texnologiyaning asosini o'rganib olish hech narsa emasda."
1165,18133.wav,"Ivu menga xato bajarganligimni aytib berdi. Qayerda xato qilganimni aytib berdi hammasini. Va mana shu yerda men to'xtatdim suhbatni. Umuman olganda men nima demoqchimanki,","I u menga xato bajarganligimni aytib berdi. Qayerda xato qilganimni aytib berdi hammasini. Va mana shu yerda, e, men toʻxtatdim suhbatni. Umuman olganda men nima demoqchimanki,",ivu menga xato bajarganligimni aytib berdi qayerda xato qilganimni aytib berdi hammasini va mana shu yerda men to'xtatdim suhbatni umuman olganda men nima demoqchimanki,i u menga xato bajarganligimni aytib berdi qayerda xato qilganimni aytib berdi hammasini va mana shu yerda e men to'xtatdim suhbatni umuman olganda men nima demoqchimanki,0.125,0.9882,19.7066875,"va u menga xato bajarganligimni aytib berdi. Qayerda xato qilganimni aytib berdi hammasini. Va mana shu yerda men to'xtatdim suhbatni. Umuman olganda men nima demoqchimanki,"
