id,path,predicted_sentence,error_message,error_type
49,35_data_35-73.wav,Uzun Hasan aytgan so'nggi gaplarda achchiq bir haqiqat borligini sezdi.,,
50,35_data_35-8.wav,O'rgimchak to'riga o'xshash yopishqoq bir balo atrofini o'rab kelayotganini sezgan Mulla Fazliddin jon-jahti bilan bu to'rni yirtib chiqib ketishga urindi.,,
50,35_data_35-20.wav,Ba'zi me'morlar o'zlarini podshohlardan ham baland qo'yar mishlar.,,
51,35_data_35-25.wav,Ana shu ishonganlardan allaqaysisi ayg'oqchilik qilib,,
51,35_data_35-81.wav,Ahmad Tambal shuning bir chetini eshitib,,
52,35_data_35-78.wav,Agar u Mulla Fazliddinning malika suratini chizgani haqida gap tarqatsa,,
52,35_data_35-79.wav,Lekin Ahmad tanbal buni qanday payqagan ekan?,,
53,361433347_1_15011_2.wav,Yuzsiz xotin tuzsiz xotin.,,
53,35_data_35-84.wav,"Agar u o'zi eshitgan mish-mishni harimdagi ayollar orqali podshohning qulog'iga yetkazsa,",,
54,35_data_35-96.wav,Iğvogar ablaqlarga dalil qoldirmaslik uchun buni yo'q qilishi kerak.,,
54,35_data_35-3.wav,Podshoh oilasiga ko'rsatmoqchi bo'lganmi?,,
55,35_data_35-56.wav,Ayg'oqchilarning tuhmatiga ishonadirgan bo'lsangiz,,
55,35_data_35-94.wav,Bu siz ham tashvish tahlikaga to'la.,,
56,35_data_35-89.wav,Ahmad Tambalning gapiga dalil qilish qo'llaridan keladi.,,
56,361433347_1_76283_5.wav,qiligi buzuq qiz yomon,,
57,35_data_35-97.wav,Mulla Fazliddin o'choqda yonayotgan olovga yaqin bordi.,,
57,35_data_35-87.wav,Shox izlovchilari ishga tushirilsa,,
58,368709245_1_3261_1.wav,Uning tortmagan azob-uqubatlari qolmaganga o'xshaydi.,,
58,35_data_35-83.wav,Bosqinchi yigitlarni ishga solib ham maqsadiga yeta olmagan bu yovuzbek endi shoh saroyiga borib peshkirlik qilishi mumkin.,,
59,361433347_1_67735_2.wav,Tuganing dumi kalta bo'lsa ham,,
59,35_data_35-90.wav,Ana shundan so'ng shoh qiziga isnod keltirgan musavvirni ming qiynoqlarga solib o'ldirishlari turgan gap.,,
60,35_data_35-98.wav,Rangli bo'yoqlar bilan ishlangan mo'jazgina suratdagi go'zal qiz shu payt unga tirik bir odam bo'lib ko'rindi.,,
60,368709245_1_64579_1.wav,teatr O'razmas Shenyanani yelkaga tashlabdi.,,
61,368709245_1_3247_1.wav,ning qarindosh urug'imizda bitta yarimtasining bolasi bo'lmasin.,,
61,35_data_35-95.wav,Mulla Fazliddin taxt kutidagi malika suratini titroq qo'llar bilan jilddan oldi.,,
62,35_data_35-80.wav,"Mulla Fazliddin, Qonzoda Begimning suratini chizish uchun u bilan tillakori qo'shiqda pinxon uchrashganda buni izmdan ko'rib qolgan kanizlar yoki savdarlar bo'lsa,",,
62,372728957_1_31462_1.wav,"Mana biz ham pensiya yoshiga boryapmiz. Xo'sh, ishni kimlarga qoldiramiz?",,
63,368709245_1_3265_1.wav,yetkaz jazirama cho'llarda kanal qazigan.,,
64,372728957_1_31467_1.wav,Turdali hayajondan Abduzafar akaning kimni nazarda tutayotganini anglamay qoldi.,,
65,35_data_35-91.wav,"Mulla Fazliddin, Xonzoda Begimning suratini chizish bilan ne chog'liq xatarli ishga qo'l urganini endi astoydil his qildi.",,
65,372728957_1_31476_1.wav,"Iye, nega yoshlaring teng? Bir bo'limda ishlaysizlar, bir xonada o'tirasizlar.",,
66,368760392_1_15975_1.wav,Arpasiz ot dovon osha olmas.,,
66,35_data_35-85.wav,Umar Shayx Mirzo bu yetgan qizining qayoqdagi bir me'mor bilan yashiriqcha uchrashib,,
67,368709245_1_3225_1.wav,"yaxshi ham ularni haydab yubormagan ekanman, deb qo'ydim ichimda.",,
67,372728957_1_31495_1.wav,oshirish ayollarimizning hayotdan rozi bo'lib yashashiga xizmat qiladi.,,
68,372728957_1_31463_1.wav,Churdaning odamga shunaqa qarashi nimaga o'xshaydi-a? Tumshug'ini silab qo'yging keladi.,,
68,361433347_1_14996_5.wav,"Uyati yo'q o'g'il yomon, qilig'i buzuq qiz yomon.",,
69,361433347_1_14989_2.wav,Tuganing dumi kalta bo'lsa ham tulkidan dum solamiz.,,
69,372728957_1_31471_1.wav,"Turdali tumshug'ini cho'zib, ko'zlarini pirpiratdi. Unga yana yetib bormadi.",,
70,372728957_1_31514_1.wav,Hotira va qadrlash kuni munosabati bilan ommaviy axborot vositalari uchun berilgan intervyu.,,
70,361433347_1_15000_2.wav,"Xotining oltinga o'ch bo'lsa, zargarga o'ynash bo'lar.",,
71,368709245_1_3292_1.wav,"Oradan ko'p o'tmay, bir kuni bir g'adir-g'urazmas shinelini yelkasiga tashlabdi.",,
71,372728957_1_31517_2.wav,Mazkur marosimga muvofiq urush qatnashchilari va nogironlarga pul mukofotlari va bayram sovg'alari tantanali ravishda topshirildi.,,
72,372728957_1_31529_1.wav,"U ham bo'lsa, urush hech qachon hech qanday shaklda qaytarilmasin degan talabdir.",,
72,368709245_1_3288_1.wav,O'lidagi ba'zi bir tug'ishganlarining kimligini ham aytib berishdi.,,
73,372728957_1_31492_1.wav,Hozirgi vaqtda qishloq xo'jaligida band bo'lgan mehnatchilarning qariyb yarmini xotin-qizlar tashkil etmoqda.,,
74,372728957_1_31511_1.wav,"Xonadonlarimizdan mehr-oqibat, fayzu-baraka arimas.",,
74,368709245_1_3299_1.wav,muroqqa yaramaydigan bo'lganini hamma ko'rdi.,,
75,372728957_1_31533_1.wav,Afg'oniston bilan aloqalarimiz va hamkorligimizni ikki tomonlama asosda tashkil qilishni ma'qul deb bilamiz.,,
76,372728957_1_31515_1.wav,Inson xotirasi muqaddas qadr-qimmati aziz va mo'tabardir.,,
76,372728957_1_31457_1.wav,"Boshqa qaytarilmaydi, dedi Turdali ko'zlarini g'iltillatib.",,
77,372728957_1_31528_1.wav,"Butun dunyo xalqlarining ezgu orzusi, xohish-irodasi bitta.",,
78,372728957_1_31558_3.wav,Bu meros haqiqatdan ham jahon ahamiyatiga molik bebaho boylik hisoblanadi.,,
78,368760392_1_15970_3.wav,"Har yerni qilma orzu, har yerda bor toshu tarozi.",,
79,372728957_1_31493_1.wav,hokimlarning o'rinbosarlaridan biri ayol kishi ekanini alohida ta'kidlash lozim.,,
79,372728957_1_31538_2.wav,Bugungi odamlarimiz ularning dunyoqarashi ongu,,
80,372728957_1_31566_3.wav,Bizning xalqimizda ilm bilan shug'ullanish igna bilan quduq qazish bilan barobar degan maqol bor.,,
80,372728957_1_31483_1.wav,"Men ustozlarning yo'lidan boraman. Ha, men mana sizning etagingizdan ushlaganman.",,
81,372728957_1_31473_1.wav,"E ha, umuman topasiz, lekin turdali bir yayradida, darrov o'zini bosib",,
81,372728957_1_31532_1.wav,Biz qo'shni Afg'onistonda tinchlik barqaror bo'lishini istaymiz.,,
82,372728957_1_31595_3.wav,Chunki bunday mavzudagi konferensiya dunyoda kamdan-kam bo'ladigan.,,
83,372728957_1_31499_1.wav,"Doimo oilangiz va farzandlaringiz el-yurtimiz ardog'ida bo'ling, azizlarim, mehribonlarim.",,
83,372728957_1_31564_3.wav,Ularning asosiy qismi YUNESKONING madaniy meros ro'yxatiga kiritilgan.,,
84,372728957_1_31613_3.wav,"Bunday avlodning qaddi ham, qadri ham baland. Ertangi kuni albatta yorug' bo'ladi.",,
84,372728957_1_31491_1.wav,Biz mustaqillikning birinchi kunlaridan boshlab xotin-qizlarning jamiyatimizdagi oʻrni va mavqeini ularning ijtimoiy-siyosiy,,
85,372728957_1_31510_1.wav,"Osmonimiz musaffo, yurtimiz tinch, xalqimiz omon bo'lsin.",,
85,372728957_1_31570_3.wav,Shuning uchun ham men bu ajoyib insonga minnatdorlik bildirmoqchiman.,,
86,372728957_1_31604_3.wav,Shuning uchun ham biz bunday forumlarning muntazam o'tkazib turilishi tarafdorimiz.,,
86,372728957_1_31530_1.wav,"Bunday istak, bunday maqsad jahondagi barcha xalqlarning manfaatlariga to'g'ri keladi.",,
87,372728957_1_31506_1.wav,"Dunyoda bizning mehribon, mehmondo'st xalqimizga o'xshagan xalqni topish mumkinmi o'zi? Aminman, hech qachon.",,
87,372728957_1_31600_2.wav,"Biz buyuk ajdodlarimiz bilan faxrlanishimiz, g'ururlanishimiz kerak deb aytaman.",,
88,372728957_1_31615_3.wav,Sizlarning mana shunday marralarni qo'lga kiritganingizning o'zi hech shubhasiz katta g'alaba.,,
88,372728957_1_31592_2.wav,"Birinchi o'rinda da'vogarlik qilishdan cho'chib turgan bo'lsak-da, biz shunga intilib yashashga xalqimiz deb o'ylayman.",,
89,372728957_1_31525_1.wav,"Quday keyin yurtimizda birorta xonadon yo'qki, u mashhur urushni esdan hayolidan chiqargan bo'lsa.",,
89,372728957_1_31614_2.wav,Hurmatli musobaqa ishtirokchilari.,,
90,372728957_1_31611_4.wav,"Biz bugun mamlakatimizda yangi davlat, yangi jamiyat barpo etmoqdamiz.",,
90,372728957_1_31571_3.wav,Sharq renessansi davri Hindistonning akademik va madaniy doiralari tomonidan ham chuqur o'rganilmoqda.,,
91,372728957_1_31605_3.wav,"Barchangizga sihat-salomatlik, olijanob faoliyatingizda yangi-yangi",,
91,372728957_1_31630_3.wav,Uning eng muhim tarkibiy qismi bo'lishi lozimligi hech kimga sir emas.,,
92,372728957_1_31653_2.wav,"Bu optimal, ya'ni maqbul deb hisoblanadigan iste'mol me'yoridan uch barobar ko'pdir.",,
92,372728957_1_31598_2.wav,Bularni odamlarga avvalambor yoshlarimizga yetkazish ayni muddao bo'lar ekan.,,
93,372728957_1_31627_2.wav,Natijada oziq-ovqat mahsulotlari yetishtirish uchun ekin maydonlari sezilarli darajada qisqarib ketmoqda.,,
93,372728957_1_31664_3.wav,Ikkinchi tamoyil - davlatning bosh islohotchi vazifasini bajarishi.,,
94,372728957_1_31632_2.wav,"Bu esa O'zbekistonni meva, sabzavot va poliz mahsulotlari bilan deyarli yil davomida barqaror.",,
94,372728957_1_31622_3.wav,"Hurmatli konferensiya ishtirokchilari, xonimlar va janoblar.",,
95,372728957_1_31640_3.wav,"Mening shaxsiy fikrim shuki, bu masala ustida har tomonlama chuqur o'ylab ko'rish lozim.",,
95,372728957_1_31635_2.wav,"Chindan ham bizning mevalarimizdan tatib ko'rgan har qanday odam, o'ylaymanki, mening fikrimga qo'shiladi.",,
96,372728957_1_31643_2.wav,"Tuproq kuchsizlanib boravergan, faqat bitta maqsadda beshafqat ishlatilgan.",,
96,372728957_1_31685_1.wav,Ularda har yili meva-sabzavot mahsulotlarining asosiy turlari saqlanmoqda.,,
97,372728957_1_31658_3.wav,"Keyin ma'lum bo'ldiki, shoshma-shosharlik bilan uzoqqa borib bo'lmas ekan.",,
97,372728957_1_31625_2.wav,"Yerlarning ekologik jihatdan buzilishi kimyoviy moddalar, mineral o'g'it va pestitsidlarni tinimsiz ishlatish oqibatida yanada kuchaymoqda.",,
98,372728957_1_31636_3.wav,"Barchamiz ham o'z yurtimizda yetishtiriladigan meva-sabzavotlarni xush ko'ramiz, albatta.",,
98,372728957_1_31877_1.wav,6-dan yuqori malakali kadrlar tayyorlash va qayta tayyorlash.,,
99,372728957_1_31867_2.wav,Biz aynan turizm orqali tolerantlik nima ekanligini bilamiz.,,
99,372728957_1_31649_2.wav,qishloq xo'jaligi yerlari yangitdan tashkil etilgan xususiy ferma,,
100,372728957_1_31645_2.wav,"Bizning chekimizga esa paxta yetishtirish tushgan bo'lib, uning hajmi yildan-yilga ortib borardi.",,
100,372728957_1_31883_3.wav,"Ayni vaqtda sizlarni ishontirib aytmoqchimanki, bu yoshlar yana ko'p narsalarga qodir.",,
101,372728957_1_31684_1.wav,Ushbu mahsulotlar xalqaro aviatransport yordamida Yevropa va Osiyo mamlakatlari bozorlariga yetkazib berilmoqda.,,
101,372728957_1_31652_3.wav,"Yurtimizda yuqori hosil beradigan intensiv bog'lar tashkil qilindi, tomchilab sug'orish tizimi joriy etildi.",,
102,372728957_1_31650_2.wav,Xususan fermerlar soddalashtirilgan soliq solish tizimidan foydalanmoqda.,,
102,372728957_1_31886_1.wav,"Demak, keyingi safar ayni shu sayyohni o'zimizning hisobimizdan yurtimizga taklif qilishimiz kerak.",,
103,372728957_1_31878_1.wav,Masalasi turizm sohasini rivojlantirishning eng muhim va hal qiluvchi omili bo'lib qolmoqda.,,
103,372728957_1_31656_2.wav,Biz avvalo shu yo'lda o'z oldimizga qo'ygan maqsadlarimizga intildik va muayyan natijalarni qo'lga kiritdik.,,
104,372728957_1_31657_2.wav,"O'zbek xalqining nafaqat mehnatkashligi, mehmondo'stligi va bag'rikengligi barchaga uzoq uzoq o'lkalarda ham yaxshi ma'lum.",,
104,372728957_1_31973_1.wav,Bu esa odamlarimizning ana shu transport turiga bo'lgan munosabati va qarashlarini tubdan o'zgartirmoqda.,,
105,372728957_1_31662_3.wav,"Iqtisodiyotni hech qanday mafkura bilan bog'ish, jilovlash mumkin emas.",,
105,372728957_1_31979_1.wav,"Hayotimizni tubdan o'zgartirishga xizmat qilayotgani haqida har qancha to'lqinlanib gapirsak arziydi, albatta.",,
106,372728957_1_31663_3.wav,Bizning xalqimizda och odam musiqani qorni bilan tinglaydi degan gap bor.,,
106,372728957_1_31885_1.wav,"Bordi kimdir yomon kayfiyat bilan ketadigan bo'lsa, demak biz uning oldida qarzdormiz.",,
107,372728957_1_31987_1.wav,"Shu bois turli-turli bosqinchilar Termizni qo'lga olish, unga egalik qilishga doim intilib kelgan.",,
107,372728957_1_31660_1.wav,"Masalaning ma'no-mohiyati shundaki, biz mustaqil taraqqiyot yo'lida o'zimiz uchun ma'qul bo'lgan modelni joriy etdik.",,
108,372728957_1_31680_2.wav,Mamlakatimizning mahsulot yetkazib beradigan korxonalari xalqaro ko'rgazma va ixtisoslashtirilgan yarmarkalarda faol ishtirok etmoqda.,,
108,372728957_1_31978_1.wav,"Turar joylar, maydon va xiyobonlar barpo etilganini ta'kidlash o'rinlidir.",,
109,372728957_1_31981_1.wav,O'zbek kurashining vatani makoni ham aslida Surxon vohasidir.,,
109,372728957_1_31682_1.wav,"Bunday holatda mahsulotlar o'zining sifati, ta'mi va tibbiyot nuqtai nazaridan iste'mol xususiyatlarini ma'lum darajada yo'qotadi.",,
110,372728957_1_31993_1.wav,"Qo'shning tinch, sen tinch degan naql albatta bejiz aytilmagan.",,
111,372728957_1_31895_3.wav,"Ayni paytda ularni Yaponiya, Fransiya, Germaniya va boshqa davlatlarning ko'plab olim va mutaxassislari o'rganmoqda.",,
111,372728957_1_31686_1.wav,Ushbu markaz orqali meva-sabzavot mahsulotlari Shimoliy va G'arbiy Yevropa mamlakatlariga to'g'ridan-to'g'ri yetkazib beriladi.,,
112,372728957_1_31689_1.wav,"O'ylaymanki, kimki shunday qo'llab-quvvatlashdan bahramand bo'lgan bo'lsa, bunday yordamning ahamiyatini yaxshi tushunadi.",,
112,372728957_1_31998_1.wav,"Jafokash afg'on yurtiga turli kuchlar keladi, ketadi, afg'on xalqi esa abadiy qoladi.",,
113,372728957_1_32007_1.wav,Endi ruxsatingiz bilan menga yuklatilgan sharafli va quvonchli bir vazifani ado etishga,,
113,372728957_1_31898_1.wav,O'zbekistonda milliy hunarmandlik sohasi soliqlar va to'lovlardan to'liq ozod etilganini alohida qayd etishni istardim.,,
114,372728957_1_31888_1.wav,O'zbekistonda ushbu sohani rivojlantirishning ayrim ko'rsatkichlari haqida qisqacha to'xtalmoqchiman.,,
114,372728957_1_31992_1.wav,Amudaryoning ikki tomonida turib bir-birimizning holimizdan doimo xabardor bo'lib turganmiz.,,
115,372728957_1_32011_1.wav,Ishonch va g'urur bilan aytmoqchiman.,,
116,372728957_1_32001_1.wav,Bu davlatning yangi rahbari ish boshladi.,,
116,372728957_1_31963_1.wav,Qishloq xo'jaligi ishlab chiqarilishini diversifikatsiya qilishga doir va boshqa ko'plab chora-tadbirlar amalga oshirilmoqda.,,
117,372728957_1_31994_1.wav,"Agar avgon xalqining o'ziga qaytib qo'yib bersa, shubhasiz bu urush hech qachon buncha uzoq davom etmasdi.",,
118,372728957_1_32021_1.wav,Barchangizni bugungi qutlug' bayram bilan yana bir bor tabriklar.,,
118,372728957_1_31962_1.wav,Suv resurslarini yig'ma shartlashgan holda boshqarish prinsiplari suvni tejaydigan zamonaviy texnologiyalar keng joriy qilinmoqda.,,
119,372728957_1_32027_1.wav,Konstitutsiyamizda belgilab berilgan asosiy maqsadlarimiz barchamizga yaxshi ma'lum.,,
119,372728957_1_31976_1.wav,Termiz shahriga Amir Temur ordenini topshirishga bag'ishlangan tantanali marosimidagi nutqi.,,
120,372728957_1_32009_1.wav,"Bugun nafaqat Termiz ahli uchun, aytish mumkinki, butun O'zbekistonimiz uchun katta bayram.",,
120,372728957_1_31966_1.wav,"Konferensiya ishi samarali bo'lishini, uning barcha ishtirokchilariga esa sihat-salomatlik, olijanob faoliyatga ulkan muvaffaqiyatlar tilayman.",,
121,372728957_1_31983_1.wav,"Bunday mard insonlarning tabiatida sira g'irromlik bo'lmagan, chala ish bo'lmagan.",,
121,372728957_1_32014_1.wav,Termizdek buyuk shaharlarni bunyod etgan xalqimiz doimo omon bo'lsin.,,
122,372728957_1_31996_1.wav,"Bu urushni davom ettirishga urinayotganlar birinchi navbatda afg'on xalqining manfaatini emas, balki o'z manfaatini ko'zlaydi.",,
122,372728957_1_32041_1.wav,"O'z-o'zidan ayonki, kutilayotgan barcha salbiy holatlarning oldini olish, ularni bartaraf qilish",,
123,372728957_1_32038_1.wav,Fuqarolarga huquqiy yordam ko'rsatish ularning siyosiy ongini o'stiradi.,,
123,372728957_1_31989_1.wav,"Nainki xalqimiz, balki butun musulmon olamining faxru iftixori hisoblanadi.",,
124,372728957_1_32044_1.wav,Bir so'z bilan aytganda sifati past narxi baland mahsulotga yo'l qo'ymaslik kerak.,,
124,372728957_1_31982_1.wav,"Hammamiz yaxshi bilamizki, mana shu kurash bellashuvlarida halol degan so'z eng oliy baho sifatida yangraydi.",,
125,372728957_1_32022_1.wav,"ekanman sizlarga yangi-yangi ijodiy yutuqlar, sihat-salomatlik, xonadonlaringizga baxt-u saodat tilayman.",,
125,372728957_1_32013_1.wav,Yurtimizning faxru iftixori bo'lmish Termiz shahri dunyo turguncha tursin.,,
126,372728957_1_32005_1.wav,"Yurtimizdagi har qaysi odam avvalo o'z ishonchini janubiy chegaralarimizda vatanning sodiq posboni bo'lib turgan Termiz ahliga, Surxon vohasining mardlariga qaratadi.",,
126,372728957_1_32052_2.wav,"Istiqbollarni yaratib beradi, deb aytishga barcha asoslarimiz bor.",,
127,372728957_1_31999_1.wav,"Afsuski, bugungi kunda faqat harbiy kuchga tayanib siyosat olib borayotganlar bu haqiqatni tushunmayapti.",,
127,372728957_1_32059_2.wav,"Fursatdan foydalanib, sog'lom bola, sog'lom avlodni kamol",,
128,372728957_1_32043_1.wav,Hozirgi kunda bu korxonalarning tayyor mahsulotlari jahon bozorida munosib o'rin egallamoqda.,,
128,372728957_1_32024_1.wav,Mamlakatimizni demokratik yangilash va modernizatsiya qilishga qaratilgan taraqqiyot yo'limizni qat'iyat bilan davom ettirish bosh,,
