id,path,predicted_sentence,error_message,error_type
51,common_voice_uz_29152483.mp3,"o'tishda, to'rt o'tishda, turing endi namoz tugadi deyishda javob yo'q.",,
52,common_voice_uz_29131547.mp3,Adolatli yoki adolatsiz qonun chiqdimi? Uni amalga to'liq tatbiq etishsin.,,
53,common_voice_uz_29154750.mp3,Ruslan Sharipov bergan intervyular ham bor.,,
54,common_voice_uz_29154757.mp3,"bolasidan ko'proq azob tantsa azoblanadiki, aslo kam emas.",,
55,common_voice_uz_29155614.mp3,o'ziga xos an'anaga aylanib qolgan.,,
56,common_voice_uz_29155642.mp3,,,
57,common_voice_uz_29154756.mp3,"Kriptovalyutalar haqida o'qiganda, ularning hayotda tadbiqlari kamligi haqida gapiriladi.",,
58,common_voice_uz_29156380.mp3,Dam olish uyiga 30-40 qadam qolganda uning ko'zi Mo'min akaga tushdi.,,
59,common_voice_uz_29154763.mp3,"Menga bog'laning deb telefoningizni qoldirsangiz, sizga o'zi bog'lanadi deb o'ylaysizmi?",,
60,common_voice_uz_29160175.mp3,"Ispaniyada Qirollik Kubogi formatining o'zgarishi musobaqani qiziqtirib yuborishi, yangi sensatsiyalarni taqdim etishi shubhasiz.",,
61,common_voice_uz_29158974.mp3,butun qalbim bilan yana bir bor anglab yetdim,,
62,common_voice_uz_29153291.mp3,"Xohlasa, joningni bejon qiladi. Xohlasa, bejonga jon ato etadi.",,
63,common_voice_uz_29160441.mp3,Telegramni bloklab o'zining messengerini yaratdi-ku mana.,,
64,common_voice_uz_29160422.mp3,U bu xonalarni sakkiz yil oldin o'sha paytdagi birinchi xonim Hillari Klintondan olgan.,,
65,common_voice_uz_29161111.mp3,Mazkur anketa elchixona yoki immigratsiya xizmati saytida onlayn tartibda ingliz tilida to'ldiriladi.,,
66,common_voice_uz_29166028.mp3,"Stalgan metro bekatiga boring va xodimlar sizga yordamlashadi, ya'ni kartangizni almashtirib beradi.",,
67,common_voice_uz_29160735.mp3,"Nasib qilsa, sayt va kanalni ham butunlay yangicha alifboga o'tkazmoqchi edim.",,
68,common_voice_uz_29167782.mp3,"Hozirgina yakunlangan o'yindagi darvozabonning penalti qaytarganini ko'rib, o'sha seriyani esladim.",,
69,common_voice_uz_29167875.mp3,"Davlat organlarining rasmiy kanallari bilan tanishib, xabarlardan boxabar bo'lishni tavsiya qilamiz.",,
70,common_voice_uz_29162366.mp3,"Avstraliya, Yangi Zelandiya, Paragvay va Britaniya uning faqat harbiy qanotini terrorchi tashkilot deb biladi.",,
71,common_voice_uz_29167605.mp3,"Fitnada fasod va aqlda falajlik hamroh bo'lgan dindorlik, qiymati yo'q dindorlikdir.",,
72,common_voice_uz_29168081.mp3,"Bu programma haqida aytilganda, biz a'zo bo'lmaganligimiz alohida ta'kidlanishi kerak edi.",,
73,common_voice_uz_29168080.mp3,"Umuman olganda, demokratiyalarda hayot yaxshiroq ekanligini hammamiz yaxshi bilamiz.",,
74,common_voice_uz_29167784.mp3,"Qonunda ham sudyalar bilan mehnat shartnomasi tuzilishi, tuzilmasligi haqida birorta norma yo'q.",,
75,common_voice_uz_29175414.mp3,Arximed muvozanati mavjudligini isbotlashda Nyutonning ko'chmas nuqta teoremasi ishlatiladi.,,
76,common_voice_uz_29175478.mp3,"Menimcha, ekonometrika fanining asosiy g'oyasi ham shundan iborat.",,
77,common_voice_uz_29168140.mp3,Robing dilini og'ritganlarini bilmayman. Imkon bo'ldi deguncha insonlarga yaxshilik qilganlarini bilaman.,,
78,common_voice_uz_29179416.mp3,"G'azabdan butun vujudim qaltirar, ammo o'rnimdan tura olmas edim.",,
79,common_voice_uz_29175430.mp3,Yirik axborot oqimlarini shakllantirayotgan taniqli shaxslar O'zbekistonning ichida ham bemalol yurishibdi.,,
80,common_voice_uz_29176503.mp3,"O'zbek tilida numerativ, ya'ni hisobni anglatuvchi so'z sanaladi.",,
81,common_voice_uz_29179675.mp3,Adabiy ijod butunligicha individual jarayondir.,,
82,common_voice_uz_29179456.mp3,"Futbolchi sifatida Messini, inson sifatida Ronaldoni tanlagan bo'lardim.",,
83,common_voice_uz_29179440.mp3,Shu paytda o'sib ulg'aygan va intellekti ham inqadar bo'lgan insonlar konspirologga aylanib borishadi.,,
84,common_voice_uz_29179724.mp3,O'zbek Live xorijiy mamlakatlar vizalari haqida turkum maqolalarini davom ettiradi.,,
85,common_voice_uz_29179863.mp3,Tomonlar Afg'oniston yo'nalishida hamkorlikni davom ettirishga tayyor ekanliklarini ma'lum qildilar.,,
86,common_voice_uz_29179513.mp3,"Unda ommaviy axborot vositalari, nodavlat notijorat tashkilotlar, vazirliklar va davlat idoralarining vakillari ishtirok etdi.",,
87,common_voice_uz_29179709.mp3,"Dunyoda eng aqlli jonivor baliq. Birinchidan soqov, ikkinchidan muttasil dumi bilan keladi.",,
88,common_voice_uz_29179906.mp3,Qachon qarasangiz iljayib turadi.,,
89,common_voice_uz_29180635.mp3,Ya'ni bir insonning kelishi jamoaning bu boradagi samarasini 23% ga oshirib yubordi.,,
90,common_voice_uz_29179839.mp3,O'zingizdan qolar gap yo'q. Mo'min aka o'zining gapini o'ziga nasha qilib kuldi.,,
91,common_voice_uz_29179905.mp3,Prezidentning ayni mana shu mulohazasi bor.,,
92,common_voice_uz_29181902.mp3,"Muhimi, shu narsani o'qib tushuning.",,
93,common_voice_uz_29179996.mp3,"Aksiga olib, ""Lester"" yarim himoyachisi ham himoyadagi futbolchilarning biri bo'lishdan boshqasiga yaramadi.",,
94,common_voice_uz_29180640.mp3,Biznes ishlari tez rivoj topa boshladi.,,
95,common_voice_uz_29182131.mp3,"Bozor biror narsani taqsimlasa, uning yetishmovchiligi kuzatilmaydi, lekin markazlashgan idora taqsimlasa, albatta bo'ladi.",,
96,common_voice_uz_29182124.mp3,Botaniklar hayvonot va o'simlik dunyosining haqiqiy himoyachisi.,,
97,common_voice_uz_29183035.mp3,U uchrashuvda joylardagi ishning ahvoli bilan qiziqdi.,,
98,common_voice_uz_29182972.mp3,"Lift qanchalik qulay bo'lmasin, zinadan hech kim voz kechmaydi.",,
99,common_voice_uz_29183597.mp3,Uning siyosiy chegaralaridan tashqarida qolgan sharqiy slavyanlar esa ukrain va belarus xalqlariga boshlanma bergan.,,
100,common_voice_uz_29183054.mp3,"Voyaga yetmaganlar, mehnatga layoqatsizlar va yolg'iz keksalarning huquqlari davlat himoyasidadir.",,
101,common_voice_uz_29183750.mp3,"Agar qachondir iqtisodiy islohotlar qilishni boshlasak, bunday ishonch darajasi foydamizga ishlashi aniq.",,
102,common_voice_uz_29183702.mp3,"Beton qorishmasi sachrayverib, shimining pochasi qatirmoch bo'lib ketgan Safar aka ayiqdek lapanglab kelyapti.",,
103,common_voice_uz_29185035.mp3,Bu vatan barchamizniki. Vatanimiz erkin bo'lishini ta'minlash ham barchamizning zimmamizda.,,
104,common_voice_uz_29183901.mp3,Yana ba'zilarga Yaponiyada ingliz tili ko'p ishlatilmagani yoqmasdan ketib qoladi.,,
105,common_voice_uz_29185323.mp3,Barcha turdagi xizmatlar bepul amalga oshiriladi.,,
106,common_voice_uz_29183836.mp3,"Shuningdek, hujjatlar taqdim qilish paytida quyidagi holatlarga e'tibor qaratish tavsiya qilinadi.",,
107,common_voice_uz_29184760.mp3,"Qishloq jamoalari yerlarida yashab mulkka ega bo'lgan erkin ziroatchilar tabaqasi ""kashovarslar"" deb atalardi.",,
108,common_voice_uz_29185250.mp3,O'zi umuman mintaqaga toza biznesga asoslangan siyosat yurgazuvchi mamlakatlar bilan hamkorlikni tezroq mustahkamlash kerak.,,
109,common_voice_uz_29185601.mp3,"Bu gap copywriterlar, jurnalistlar, yozuvchilar, shoirlar va matnlar bilan shug'ullanuvchi boshqa soha vakillariga taalluqli.",,
110,common_voice_uz_29186234.mp3,"Shu haqida batafsil bir maqolani nashr uchun yozayotgan edim, yakunlab qo'yishim kerak.",,
111,common_voice_uz_29185482.mp3,"O'zbekiston Respublikasi viloyatlar, tumanlar, shaharlar, shaharchalar, qishloqlar, ovullar, shuningdek Qoraqalpog'iston Respublikasidan iborat.",,
112,common_voice_uz_29186972.mp3,Toshkentga ilk kelgan yilim edi.,,
113,common_voice_uz_29186715.mp3,"Inson tabiatan nafaqat sevilishni, balki sevilishga arzigulik bo'lishni ham istaydi.",,
114,common_voice_uz_29186188.mp3,Ikki yil oldingi fikr haqiqatga yaqinroq ekanini hayot ko'rsatib turibdi.,,
115,common_voice_uz_29186988.mp3,Buning sher bo'lishi uchun yana nima kerak?,,
116,common_voice_uz_29186238.mp3,Insonni odam qiladigan ham ado qiladigan ham insofdir.,,
117,common_voice_uz_29186919.mp3,"Ular o'zlariga xalqaro toifadagi biznes trener, xalqaro darajadagi falonchi degan tamg'alarni yopish tirib olishadi.",,
118,common_voice_uz_29187053.mp3,Rossiyalik Viktor Shenderovichning intervyusiga ko'zim tushib qoldi.,,
119,common_voice_uz_29186986.mp3,Sahi darrov bunga moslab dizaynda futbolkalar chiqaribdi.,,
120,common_voice_uz_29187058.mp3,Xitoy yashil texnologiyalarga ham alohida e'tibor qarat yapti.,,
121,common_voice_uz_29187331.mp3,U zapos tarixini batafsil so'zlab beradi. Bu juda qiziq.,,
122,common_voice_uz_29187086.mp3,Rossiyalik Viktor Shenderovichning intervyusiga ko'zim tushib qoldi.,,
123,common_voice_uz_29187067.mp3,O'qishga ham ehtimol pora bilan kirib pora bilan tugatgan. Kallasida hech narsa yo'q edi.,,
124,common_voice_uz_29187338.mp3,TikTok platformasi esa noma'qul videolar tarqatgani uchun to'liq bloklangan.,,
125,common_voice_uz_29187036.mp3,Meni o'rindiqning qancha joyi qorga belangani ko'proq o'ylantirardi.,,
126,common_voice_uz_29187260.mp3,ichiladigan yoki ichimlik suvi,,
127,common_voice_uz_29187188.mp3,"Universitetda o'qib yurgan paytlarimdan oq turli davlatlarga sayohatlar, talabalar konferensiyalariga borib turardim.",,
128,common_voice_uz_29187332.mp3,"Tasdiqlansa, mavsum oxirigacha boshqaruv kengashida qolar edi.",,
129,common_voice_uz_29187585.mp3,"Tasavvur qiling, Rossiyaga ishlashga ketgan o'zbek yigiti qurilishda yiqilib tushib, nobud bo'ldi.",,
130,common_voice_uz_29187415.mp3,"Kimdir ko'tarmoqchi bo'lgan edi, shayx siltab yubordi.",,
131,common_voice_uz_29187850.mp3,"Mana shu pushaymonlikni his qilmay turib, vijdonimizni qiynamay turib, Allohning kechirishidan umid qilish mantiqsizlik.",,
132,common_voice_uz_29188329.mp3,Monopoliya bu juda ko'p narsaning kushandasi.,,
133,common_voice_uz_29187737.mp3,"Boshi g'uvillab og'rir, lekin haligi allaqanday kayfiyatning tumani biroz tarqaganday edi.",,
134,common_voice_uz_29187896.mp3,Natija bo'yicha birorta universitet uchala reyting bo'yicha top ro'yxatga kiritilmagan.,,
135,common_voice_uz_29189753.mp3,"Misol uchun, mijozlarni elektromobillar boshqaruvidagi nosozliklar va batareya alangalanishi tashvishlantirmoqda.",,
136,common_voice_uz_29189930.mp3,Arizani davlat xizmatlari markazlarida ekstraterritorial tarzda topshirishingiz mumkin.,,
137,common_voice_uz_29189833.mp3,mamlakat ijtimoiy hayotida tegishli nufuzga ega bo'lgan,,
138,common_voice_uz_29188338.mp3,Rahmonov esa deyarli his-tuyg'ulardan va odamiylikdan mahrum.,,
139,common_voice_uz_29190806.mp3,Shu bilan birga dasturga kimni chaqirishim kerakligi haqida tavsiya bering.,,
140,common_voice_uz_29190802.mp3,Liverpul bu ko'rsatkichlar bilan pastdan uchinchi o'rinda bo'lgan.,,
141,common_voice_uz_29190916.mp3,"Namoyonda biror ijtimoiy guruhga yoki sohaga mansub bo'lgan shaxs, vakil ma'nolari bildiradi.",,
142,common_voice_uz_29190860.mp3,"Menga tarvuz shunchalar yoqadiki, tarvuzning deyarli barcha agregat holatlarida sevib tanovul qilaman.",,
143,common_voice_uz_29191077.mp3,Hukmdorning hokimiyati urug'-aymoq udumlariga tayangan harbiy-ma'muriy boshqaruvga asoslangan.,,
144,common_voice_uz_29191013.mp3,"Albatta, ilmiy qo'llanma yozishni boshlash jarayoni quyida ta'riflangan bosqichlardan farq qiladi.",,
145,common_voice_uz_29191084.mp3,Shuning uchun kuchli guruh a'zolari doim o'z kuchini ko'rsatishga majburlar.,,
146,common_voice_uz_29191356.mp3,Bu degani samaradorligi tekshirilmagan odamlarga birinchi bo'lib berishyapti.,,
147,common_voice_uz_29191081.mp3,"Xo'sh, gap ularning noxolis ekanliklaridami, ya'ni ular City muxlisimi?",,
148,common_voice_uz_29191022.mp3,Arab va mo'g'ul elementlari esa ikki holatda ham juda kichik guruhni tashkil qilgan.,,
149,common_voice_uz_29191165.mp3,"Ma'lumki, musulmonlar uchun birinchi muqaddas shahar Makkayi Mukarrama Masjidul Harom bilan ulug'lanadi.",,
150,common_voice_uz_29190917.mp3,Bor. Hakemning oldiga. Unga qoida buzganingni tan ol. Futbolga sevgi izhor qil.,,
151,common_voice_uz_29191361.mp3,"Uning jarohatlaridan, uning muammolaridan u emas, terma jamoamiz yutqazardi doim.",,
152,common_voice_uz_29191357.mp3,Shunday paytda Bitcoin yoki boshqa kriptovalyuta asosiy almashuv vositasi bo'lib qolar ekan.,,
153,common_voice_uz_29191418.mp3,Kumush tangalarning zarb etilishi mamlakatning ichki va tashqi savdo munosabatlarini mustahkamlagan.,,
154,common_voice_uz_29192521.mp3,"Zalda uyulib yotgan kitoblarni keyin nima qilishgan, bilmayman. Qayergadir olib ketishgan.",,
155,common_voice_uz_29192831.mp3,"Xullas, koronavirusga qarshi vaksinani o'z vaqtida hech qanday muammolarsiz oldim.",,
156,common_voice_uz_29191381.mp3,Qodirining o'limiga guvoh bo'lgan muxlisi bu voqeani qanday tasvirlaydi?,,
157,common_voice_uz_29191456.mp3,"Agar Alloh holimizni o'zgartirishni xohlasak, islohni o'zimizdan boshlashimiz kerak.",,
158,common_voice_uz_29192881.mp3,Hozir o'sha mashhur kompaniyaning kir yuvish mashinasidan tortib shirinliklarigacha qizlarni sepiga qilinyapti.,,
159,common_voice_uz_29192827.mp3,"Qarshi tarafda esa, yanada tetikroq va rivojlanish yo'lida bo'lgan Liverpul turibdi.",,
160,common_voice_uz_29192987.mp3,1 yosh-u 7 oyni to'ldirganda birdan oqsoqlanib yurishga qiynala boshladi.,,
161,common_voice_uz_29192839.mp3,"Qissadan hissa: Amerikada guvohnoma olish oson, lekin avariya kam.",,
162,common_voice_uz_29192916.mp3,O'rta Osiyo hokimliklarida boshqaruv ma'muriyatining asosiy vazifasi nimalardan iborat bo'lgan?,,
163,common_voice_uz_29193273.mp3,"ko'pchilikning nazaridan chetda qolgan, lekin aslida qiziq va foydali bo'lgan mavzularni yoritish",,
164,common_voice_uz_29193781.mp3,"Eng achinarlisi, biz gumanitar sohada ilm va taraqqiyot nimagaligini tushunmaydigan olimlar avlodida davom etyapmiz.",,
165,common_voice_uz_29193973.mp3,Ko'pchilik bu holatni ko'proq Manchester klubida realizatsiya oqsayotganini bilan bog'laydi.,,
166,common_voice_uz_29193033.mp3,"6 daqiqa vaqti borligini aytib, javobi fizika qonunlariga asoslanishi shartligini ta'kidladi.",,
167,common_voice_uz_29193422.mp3,O'zing biladigan va qiziqadigan jamiyat nazarida esa past statusdagi kasbda professional bo'lish afzalroq.,,
168,common_voice_uz_29194217.mp3,"Fermer yoki sanoatchi agar samaradorligini oshirsa, butun mehnat mahsulotini o'zida qoldirar edi.",,
169,common_voice_uz_29193972.mp3,Ayni so'zlarning yozilishidagi har xillik imloni tezlashtirishda muraqqabliklarni keltirib chiqarishi tabiiy.,,
170,common_voice_uz_29194452.mp3,Biroq bu ikki lug'atda bir-birini rad qiladigan joylari bor. Buning nimasi musiqa yozishga ilhom beradi ekan?,,
171,common_voice_uz_29194420.mp3,"Boshingda quyosh charaqlab turganida izingdan qolmaydigan, boshingga bulut kelganida xiyonat qilmaydigan do'st dushman.",,
172,common_voice_uz_29194430.mp3,"Uchinchidan, vaktsinani kechiktirish potentsial ravishda yuzlab odamlarning hayotiga xavf tug'dirishi kerak.",,
173,common_voice_uz_29194623.mp3,"Nazaringizda Cityning beqarorligi Liverpoolning ishonchini oshirib, rekord natijalar sari yetaklayotgandek.",,
174,common_voice_uz_29194773.mp3,"Nimchorak finalga g'alabalar bilan yetib borgan taqdirda, Mancining jamoasi tarixiy natijani qayd etgan.",,
175,common_voice_uz_29194594.mp3,"O'zi oxirgi vaqtlari jurnalist va bloggerlar haqida so'z ketganda huquq organlarida, ayniqsa",,
176,common_voice_uz_29195424.mp3,U dars paytida o'qituvchisining asabiga tegish uchun atayin Toshmat bilan gaplashib o'tiradi.,,
177,common_voice_uz_29194685.mp3,"O'zbekiston endilikda chet elga kamroq avtomobil sotmoqda, ammo bu ko'proq foyda keltiryapti.",,
178,common_voice_uz_29194983.mp3,"Baholarda yirik sug'orish tarmoqlari qazilib, sug'orma dehqonchilik maydonlari kengaygan.",,
179,common_voice_uz_29194960.mp3,"Holbuki, hozir bu tushunchalar bilan o'quvchininglar birinchi sinfdayoq tanishyapti.",,
180,common_voice_uz_29195508.mp3,Dunyoviy tan olgan buyuk mutafakkirlarimiz va mashhur ulamolarimizga munosib bo'lish deganida nimani tushunasiz?,,
181,common_voice_uz_29195477.mp3,"Dalada rais va brigadirni hisobga olmasangiz, birov oyoq bosmas edi.",,
182,common_voice_uz_29195681.mp3,"Birinchisi, nimaki yozmasin, chiqarishi mushkul palla. Ikkinchisi, nimaki yozmasin, chiqarishi oson bo'lgan palla.",,
183,common_voice_uz_29194984.mp3,"Baholarda yirik sug'orish tarmoqlari qazilib, sug'orma dehqonchilik maydonlari kengaygan. Nazarimda u o'zgacha bir olam edi.",,
184,common_voice_uz_29195520.mp3,"Gvardiola aytganidek, klubning murabbiy rejasidan og'ishmay, tartibli va aqlli o'ynashlari taqsinga loyiq.",,
185,common_voice_uz_29195942.mp3,Gohida boshi bir ko'cha tomon yura boshlaymiz.,,
186,common_voice_uz_29198646.mp3,Bizning sahrodagi Luvr unga boshqa istalgan muzeydan ko'ra ko'proq loyiqdir.,,
187,common_voice_uz_29197277.mp3,Shu yerdagina ular bir-birlari bilan tanishishi va kundalik hayot haqida fikr almashishi mumkin.,,
188,common_voice_uz_29198627.mp3,Ana bir dasta surating yotibdi.,,
189,common_voice_uz_29198801.mp3,Uni haqli ravishda ko'p qirrali olmosga qiyoslash mumkin.,,
190,common_voice_uz_29199355.mp3,O'shanda u yangi yildan internet arzonlaydi degandi.,,
191,common_voice_uz_29198737.mp3,O'sha voqealarni milliy uyat hodisasi sifatida o'ylab ko'rsak ham bo'ladi.,,
192,common_voice_uz_29199354.mp3,"Rejadagi bandlarni 4, 5 yoki 6 tagacha ham tuzish mumkin.",,
193,common_voice_uz_29199565.mp3,"Sizni tanimadi chog'i, aks holda salomlashar edi.",,
194,common_voice_uz_29199747.mp3,"It menga huryapti, menga, deb o'yladi. It bir nimani hidini oldi.",,
195,common_voice_uz_29199606.mp3,Ommaviy axborot vositalari erkindir va qonunga muvofiq ishlaydi.,,
196,common_voice_uz_29200149.mp3,"Chempionatda hech qanday xavf sezmayotgan ""Liverpul"" yanada ishonchli, yanada sovuqqon, yanada salobatli klubga aylandi.",,
197,common_voice_uz_29199866.mp3,Buning natijasida tarixchilikda etnik absolyutizm shakllanib qoldi.,,
198,common_voice_uz_29200319.mp3,Ammo bu ish amalga oshdi. Jamoa bolakayni kechki ovqatga chaqirib minnatdorchilik bildirdi.,,
199,common_voice_uz_29200610.mp3,Eron Amudaryodan to Suriyaga qadar Ipak yo'li ustidan o'z nazoratini o'rnatdi.,,
200,common_voice_uz_29200314.mp3,"Hukumatning tepasidagi juda katta amaldorlarning million-million dollar turadigan uylari, qimmatbaho mashinalari borligini ko'rganmiz.",,
201,common_voice_uz_29200362.mp3,Chunki bizda ancha boyroq va ancha erkinroq o'lkalar borligini bilamiz.,,
202,common_voice_uz_29199570.mp3,20 yoshida bir odam bilan sheriklikda sabzavot sotadigan biznes ochgan.,,
203,common_voice_uz_29200781.mp3,"Birinchidan, yuqorida aytganimdek, bu trend eskirdi. Endilikda markaziy himoyachilar shunga yarasha tarbiyalanmoqdalar.",,
204,common_voice_uz_29201200.mp3,Endilikda u o'z chegarasini shimoli-sharqqa tomon kengaytirib olgan edi.,,
205,common_voice_uz_29200656.mp3,Ezgulik daryosi nima? Ezgulik daryosi nima?,,
206,common_voice_uz_29201317.mp3,Mashaqqatli va ayni paytda faxrli ishingizda muvaffaqiyat va omad doim sizga yor bo'lsin.,,
207,common_voice_uz_29201198.mp3,"Bir odamni bilmasdan yomonlash qanchalik noto'g'ri bo'lsa, maqtash ham yaxshi emas.",,
208,common_voice_uz_29200873.mp3,Rivojlanayotgan mamlakatlarda mablag'lar yetmasligi muammosini hal qilishda rivojlangan mamlakatlar hatto tekinga vaksinani tarqatmoqdalar.,,
209,common_voice_uz_29201336.mp3,Shu sarlavhani o'ylab topgan xodim bilan minimum yaxshilab suhbat o'tkazish kerak.,,
